Numero	Nimi	Valmistaja	Pullokoko	Hinta	Litrahinta	Uutuus	Hinnastojärjestyskoodi	Tyyppi	Alatyyppi	Erityisryhmä	Oluttyyppi	Valmistusmaa	Alue	Ala-alue	Vuosikerta	Etikettimerkintöjä	Huomautus	Rypäleet	Luonnehdinta	Pakkaustyyppi	Suljentatyyppi	Alkoholi	Hapot g/l	Sokeri g/l	Kantavierrep	Väri EBC	Katkerot EBU	Energia kcal/100 ml	Valikoima
632667	Il Ugo 		0,75	8,15	10,73	uutuus	150	aromatisoidut viinit				Italia				Mionetto			Makea , hapokas, pirskahteleva, seljankukkainen, sitruksinen, yrttinen	pullo	kruunukorkki	8,00	4,7	80				80	vakiovalikoima
663847	Rebelle Raspberry 		0,75	6,98	9,17		150	aromatisoidut viinit				Ranska				Les Caves de Landiras			Makea , keskihapokas, makean vadelmainen, hennon karpalohilloinen	pullo	luonnonkorkki	6,00	5,7	80				80	vakiovalikoima
617787	Romeo Bellini 		0,75	7,66	10,08	uutuus	150	aromatisoidut viinit				Saksa				Romeo			Makea , keskihapokas, kypsän persikkainen, veriappelsiininen, oranssinpunainen, samea.	pullo	muovisuljin	5,90	6,3	100				80	vakiovalikoima
008515	Elysée Arctic Sec 		0,75	8,79	11,59		155	hedelmäkuohuviinit				Suomi				Pernod Ricard Finland			Kuiva , vähän hapokas, lakkainen, valkoherukkainen	pullo	luonnonkorkki	11,00	6	35				80	vakiovalikoima
008501	Elysée No 1 Demi-Sec 		0,75	8,79	11,59		155	hedelmäkuohuviinit				Suomi				Pernod Ricard Finland			Puolikuiva , vähän hapokas, valkoherukkainen, karviaismainen	pullo	luonnonkorkki	12,00	6,3	45				90	vakiovalikoima
008521	Elysée Rosé Demi-Sec 		0,75	8,79	11,59		155	hedelmäkuohuviinit				Suomi				Pernod Ricard Finland			Puolikuiva , vähän hapokas, makean marjainen, karamellinen. Rosee.	pullo	luonnonkorkki	11,00	6,8	45				90	vakiovalikoima
579377	Hermannin Hengi 		0,75	20,40	27,07		155	hedelmäkuohuviinit				Suomi				Hermannin Viinitila			Puolikuiva , hapokas, makean herukkainen, karviaismainen, hennon sitruksinen	pullo	muovisuljin	12,50	8,1	40				90	vakiovalikoima
528587	Mezikka Demi Sec 		0,75	30,80	40,93		155	hedelmäkuohuviinit				Suomi				Hermannin Viinitila			Puolikuiva , keskihapokas, mesimarjainen, kevyen vadelmainen, vivahteikas, hienostunut	pullo	muovisuljin	12,00	8,9	50				100	erikoisvalikoima
609097	Helmeilevä Karpaloviini  muovipullo		0,75	6,85	8,87		160	hedelmäviinit				Suomi				Pernod Ricard Finland			Makea , helmeilevä, karpaloinen, kevyen puolukka-arominen	muovipullo	muovisuljin	11,00	8,2	90				110	vakiovalikoima
643137	Helmeilevä omenaviini  muovipullo		0,75	6,85	8,87		160	hedelmäviinit				Suomi				Pernod Ricard Finland			Makea , helmeilevä, kypsän omenainen	muovipullo	muovisuljin	11,50		80				100	vakiovalikoima
671817	Helmeilevä päärynäviini  muovipullo		0,75	6,85	8,87		160	hedelmäviinit				Suomi				Pernod Ricard Finland			Makea , helmeilevä, päärynäarominen	muovipullo	muovisuljin	11,00		80				100	vakiovalikoima
692087	Helmeilevä Vadelma-mustikkaviini  muovipullo		0,75	6,85	8,87		160	hedelmäviinit				Suomi				Pernod Ricard Finland			Makea , helmeilevä, vadelmainen, mustikkainen, karamellinen	muovipullo	muovisuljin	11,00		100				110	vakiovalikoima
003732	Huttunen Hedelmävalkoviini  kartonkitölkki		1,00	8,39	8,39		160	hedelmäviinit				Suomi				Pernod Ricard Finland			Puolimakea , vähän hapokas, valkoherukkainen	kartonkitölkki	muu suljenta	11,00	5,7	35				80	vakiovalikoima
603107	Keurusseudun Marja valkoherukkaviini 		0,75	9,35	12,47		160	hedelmäviinit				Suomi				Punaisen Tuvan Viinitila			Makea , hapokas, marjainen, hennon valkoherukkainen	pullo	metallinen kierrekapseli	12,00	8,2	75				100	vakiovalikoima
652487	Koskenvarsi marjapunaviini 		0,75	10,11	13,48		160	hedelmäviinit				Suomi				Punaisen Tuvan Viinitila			Puolimakea , hapokas, mustaherukkainen, kevyen puolukkainen	pullo	metallinen kierrekapseli	12,50	11,6	40				100	vakiovalikoima
635587	Kostian Kutsu 		0,75	14,04	18,72		160	hedelmäviinit				Suomi				Rönnvik, Tilaviini	Jälkiruokaviini		Makea , keskihapokas, kypsän mustaherukkainen, marjainen, aromikas	pullo	synteettinen korkki	12,00	7,4	100				120	vakiovalikoima
622537	Omppu Helmeilevä Omenaviini  muovipullo		0,75	6,85	8,87		160	hedelmäviinit				Suomi				Pernod Ricard Finland			Makea , helmeilevä, pehmeän omenainen, karamellinen	muovipullo	muovisuljin	11,50		65				100	vakiovalikoima
643604	Pihamaan Jalomansikka 		0,35	15,62	44,63		160	hedelmäviinit				Suomi				Viini-Heila	Jälkiruokaviini		Makea , keskihapokas, runsaan mansikkahilloinen, kevyen limettinen, pitkä	pullo	metallinen kierrekapseli	13,00	7,3	140				140	vakiovalikoima
505597	Ruhtinatar 		0,75	14,44	19,25		160	hedelmäviinit				Suomi				Ollinmäen Viinitila			Puolimakea , vähän hapokas, punaherukkainen, hennon mustikkainen	pullo	muovisuljin	12,00	6,4	50				90	vakiovalikoima
654317	Rönnvik 		0,75	14,42	19,23		160	hedelmäviinit				Suomi				Rönnvik, Tilaviini	Jälkiruokaviini		Makea , keskihapokas, viherherukkainen, kypsän hedelmäinen, aromikas	pullo	synteettinen korkki	12,00	7,9	150				130	vakiovalikoima
670377	Hakutsuru Superior Junmai Ginjo 		0,72	24,20	33,61		195	saket				Japani				Hakutsuru Sake Brewing, Junmai Ginjo			Puolikuiva , hedelmäinen, hunajameloninen, sitruksinen, kevyen aniksinen, hennon kukkainen	pullo	metallinen kierrekapseli	14,50	0,9	9				100	vakiovalikoima
606852	Hakutsuru Tanrei Junmai 		0,18	6,48	36,00		195	saket				Japani				Hakutsuru Sake Brewery, Junmai			Puolikuiva , keltaomenainen, kevyen sitruksinen, hennon riisinen, mausteinen	pullo	kruunukorkki	13,50		18				90	vakiovalikoima
637124	Kura no Machi Tokubetsu Junmai Ginjo Sake 		0,30	5,58	18,27		195	saket				Japani				Hokkan Sake Brewing			Puolimakea , hedelmäinen, meloninen, hennon sitruksinen, kevyen mausteinen	pullo	metallinen kierrekapseli	14,50	0,7	18				100	vakiovalikoima
305064	Masaki Yamadanishiki Junmai Genshu Sake 		0,30	9,68	31,93		195	saket				Japani				Hokkan Sake Brewing			Kuiva , hunajameloninen, hennon kurkkumainen, mausteinen, lämmin	pullo	metallinen kierrekapseli	18,00		12				120	vakiovalikoima
623778	Glühwein 		1,00	10,19	10,09		310	glögit		luomu		Saksa				Michlits Werner			Tummanpunainen, tummakirsikkainen, pomeranssinen, kardemummainen, hennon kanelinen	pullo	metallinen kierrekapseli	10,00	5,3	130				120	vakiovalikoima
325927	Hehkuviini 		0,75	10,28	13,57		310	glögit				Tanska				Altia			Punainen, makea, runsaan marjainen, piparkakkumausteinen, kanelinen	pullo	metallinen kierrekapseli	22,00	5,1	150				190	vakiovalikoima
303946	Alvear Pedro Ximénez Solera 1830 		0,50	135,60	271,20		320	väkevät viinit				Espanja				Alvear	Jälkiruokaviini		Tummanruskea, makea, siirappinen, rusinainen, makean viikunainen, taatelinen, suklainen, paahteinen, pitkä	pullo	luonnonkorkki	11,50	5	470				270	erikoisvalikoima
002901	Muscat 		0,75	9,29	12,25		320	väkevät viinit				Espanja				Altia, DO Valencia	Jälkiruokaviini		Keltainen, makea, kukkainen, kevyen hunajainen, hennon sitruksinen	pullo	metallinen kierrekapseli	15,00	3,8	170				160	vakiovalikoima
331677	Sol de Málaga 		0,75	14,49	19,19		320	väkevät viinit				Espanja				Bodegas Malaga Virgen, DO Málaga	Jälkiruokaviini	Pedro Ximénez, Muscat de Alejandria	Tummanruskea, makea, hedelmäinen, hennon paahteinen, rusinainen	pullo	metallinen kierrekapseli	15,00	4,1	210				180	vakiovalikoima
336016	Torres Floralis Moscatel Oro 		0,50	10,99	21,78		320	väkevät viinit				Espanja				Miguel Torres	Jälkiruokaviini		Meripihkanruskea, makea, rusinainen, sitruksinen, teemäinen	pullo	luonnonkorkki	15,00		180				160	vakiovalikoima
363537	Pellegrino Marsala Superiore Riserva Oro 		0,75	20,10	26,67		320	väkevät viinit				Italia				Carlo Pellegrino, DOC Marsala	Jälkiruokaviini	Grillo, Catarratto, Inzolia	Kullankeltainen, makea, kuivahedelmäinen, aprikoosinen, pomeranssinen, kevyen viikunainen, mausteinen	pullo	luonnonkorkki	18,00	4,5	150				170	vakiovalikoima
380194	Kloster am Spitz Vindemia No 7 		0,38	23,60	62,93		320	väkevät viinit				Itävalta				Thomas Schwarz, Likörwein			Tummanpunainen, makea, kirsikkainen, luumuinen, viikunainen, mausteinen	pullo	metallinen kierrekapseli	18,00		120				160	erikoisvalikoima
387367	St. John Commandaria 		0,75	20,40	27,07		320	väkevät viinit				Kypros				Keo	Jälkiruokaviini	Xynisteri, Mavro	Mahonginruskea, makea, rusinainen, viikunainen, hennon pähkinäinen, kevyen suklainen	pullo	luonnonkorkki	15,00	5,4	220				190	vakiovalikoima
399014	Mural de Favaios 		0,38	8,90	23,47		320	väkevät viinit				Portugali				Soc. Quinta do Portal, DOC Moscatel do Douro	Jälkiruokaviini	Moscatel Galego Branco	Meripihkanruskea, makea, rusinainen, kevyen kukkainen, hennon appelsiininkuorinen	pullo	luonnonkorkki	17,00	3,8	110				150	vakiovalikoima
336666	Sardane Banyuls Grand Cru 2006		0,50	14,92	29,64		320	väkevät viinit				Ranska			2006	NSCR, AC Banyuls Grand Cru	Jälkiruokaviini	Grenache Noir, Grenache	Tiilenpunainen, makea, viikunainen, kypsän kirsikkainen, suklainen, mausteinen, hennon mokkainen	pullo	luonnonkorkki	16,00	5,4	100				140	vakiovalikoima
312064	Burmester 20 Years Old Tawny 		0,38	20,30	54,13		330	portviinit				Portugali				Sogevinus Fine Wines, Tawny Port		Touriga Franca, Tinta Amarela, Touriga Nacional, Souzão, Tinta Barroca, Tinta Roriz	Kuparinruskea, makea, pähkinäinen, viikunainen, rusinainen, hennon mausteinen, tyylikäs, pitkä	pullo	luonnonkorkki	20,00	4,4	120				170	vakiovalikoima
330403	Churchill's Reserve Port 		0,20	7,89	38,95		330	portviinit				Portugali				Churchill Graham, Reserve Port		Touriga Nacional, Tinta Roriz, Tinto Cão, Tinta Barroca, Touriga Franca, Tinta Francisca	Runsaanpunainen, makea, tumman marjainen, kypsän kirsikkainen, hennon viikunainen, mausteinen, lämmin	pullo	luonnonkorkki	20,00	4,4	95				160	vakiovalikoima
003181	Conde de Monsul Tawny 		0,75	15,99	21,19		330	portviinit				Portugali				Rozès, Tawny Port			Ruskeanpunainen, makea, taatelinen, mausteisen rusinainen	pullo	luonnonkorkki	20,00	3,9	100				160	vakiovalikoima
360127	Dow's Colheita Single Harvest Tawny Port 2002		0,75	29,90	39,73		330	portviinit				Portugali			2002	Symington Family Estates, Colheita	Pullossa sakkaa	Touriga Nacional, Touriga Franca, Tinta Barroca, Tinta Roriz, Tinto Cão	Ruskeanpunainen, makea, kuivahedelmäinen, taatelinen, kypsän kirsikkainen, pähkinäinen, mausteinen, tummasuklainen, lämmin	pullo	luonnonkorkki	20,00	4,6	110				170	vakiovalikoima
318467	Dow's Colheita Single Harvest Tawny Porto 1982		0,75	60,70	80,80		330	portviinit				Portugali			1982	Symington Family Estates		Touriga Nacional, Touriga Franca, Tinta Barroca, Tinta Roriz, Tinto Cão	Kastanjanruskea, makea, hapokas, viikunainen, hennon taatelinen, pähkinäinen, mausteinen, tyylikäs, pitkä	pullo	luonnonkorkki	20,00		110				170	vakiovalikoima
334736	Dow's Nirvana Reserve Port 		0,50	17,99	35,78		330	portviinit				Portugali				Symington Family Estates		Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Barroca, Tinto Cão	Runsaanpunainen, makea, tummakirsikkainen, viikunainen, boysenmarjahilloinen, mausteinen, lämmin	pullo	luonnonkorkki	20,00	4,5	100				160	vakiovalikoima
340797	Dow's Trademark Finest Reserve Port 		0,75	19,99	26,52		330	portviinit				Portugali				Symington Family Estates			Tummanpunainen, makea, kirsikkainen, viikunainen, mausteinen, vivahteikas	pullo	luonnonkorkki	20,00	4,7	100				160	vakiovalikoima
003286	Ferreira Late Bottled Vintage 2008		0,38	10,49	27,71		330	portviinit				Portugali			2008	Ferreira, Late Bottled Vintage Port		Tinta Roriz, Touriga Francesa, Touriga Nacional, Tinta Amarela	Tummanpunainen, makea, tanniininen, herukkainen, viikunainen, pippurinen, lämmin	pullo	luonnonkorkki	20,50	4,9	100				170	vakiovalikoima
396537	Fonseca Crusted Port 		0,75	24,30	32,27		330	portviinit				Portugali				Quinta & Vineyard Bottlers Vinhos	Pullossa sakkaa	Touriga Francesa, Touriga Nacional, Tinta Barroca, Tinto Cão, Tinta Roriz	Tummanpunainen, makea, karhunvatukkainen, viikunainen, mausteinen, tasapainoinen	pullo	luonnonkorkki	20,00	3,9	95				160	vakiovalikoima
263587	Fonseca Vintage Port 1997		0,75	189,20	252,27		330	portviinit				Portugali			1997	Fonseca Guimaraens Vinhos	Pullossa sakkaa		Tummanpunainen, makean marjainen, yrttinen, suklainen, hennon rusinainen, tasapainoinen	pullo	luonnonkorkki	20,50	4,7	95				170	erikoisvalikoima
350927	Graham's Crusted Port 		0,75	26,30	34,93		330	portviinit				Portugali				Symington Family Estates, Crusted Port	Pullossa sakkaa	Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Barroca, Tinto Cão	Tiilenpunainen, makea, kirsikkainen, viikunainen, tummasuklainen, mausteinen, lämmin	pullo	luonnonkorkki	20,00	3,9	100				160	vakiovalikoima
003295	Graham's Late Bottled Vintage Port 2008		0,75	21,50	28,53		330	portviinit				Portugali			2008	Symington Family Estates, Late Bottled Vintage Port		Touriga Nacional, Touriga Francesa, Tinta Barroca, Tinta Roriz, Tinto Cão	Tummanpunainen, makea, täyteläinen, tummakirsikkainen, luumuinen, kypsän viikunainen, mausteinen, lämmin	pullo	luonnonkorkki	20,00	4,4	110				170	vakiovalikoima
329331	Graham's Late Bottled Vintage Port 2008		0,05	2,99	59,80		330	portviinit				Portugali			2008	Symington Family Estates, Late Bottled Vintage Port		Touriga Nacional, Touriga Franca, Tinta Barroca, Tinta Roriz, Tinto Cão	Tummanpunainen, makea, täyteläinen, tummakirsikkainen, luumuinen, kypsän viikunainen, mausteinen, lämmin	pullo	metallinen kierrekapseli	20,00	4,4	110				170	vakiovalikoima
373847	Graham's Natura Reserve Port 		0,75	20,90	27,73		330	portviinit		luomu		Portugali				Symington Family Estates		Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Barroca, Tinta Amarela	Tummanpunainen, makea, tumman marjainen, rusinainen, kevyen mausteinen	pullo	luonnonkorkki	20,00	4,7	120				170	vakiovalikoima
336384	Graham's Quinta Dos Malvedos Vintage Port 2002		0,38	20,69	54,91		330	portviinit				Portugali			2002	Symington Family Estates	Pullossa sakkaa	Touriga Nacional, Touriga Franca, Tinta Barroca, Tinta Roriz, Tinto Cão	Tummanpunainen, makea, kypsän kirsikkainen, mustikkahilloinen, hennon lakritsinen, mausteinen, ryhdikäs	pullo	luonnonkorkki	20,00		100				160	vakiovalikoima
354677	Graham's Vintage Port 2000		0,75	99,00	132,00		330	portviinit				Portugali			2000	Symington Family Estates, Vintage	Pullossa sakkaa		Tummanpunainen, makea, kypsän viikunainen, tumman luumuinen, suklainen, mausteinen, tasapainoinen, tyylikäs	pullo	luonnonkorkki	20,00		110				160	vakiovalikoima
302187	Graham's Vintage Port 2011		0,75	95,10	126,80		330	portviinit				Portugali			2011	Symington Family Estates, Vintage Port			Tummanpunainen, makea, karhunvatukkahilloinen, tumman luumuinen, mausteinen, lämmin, tasapainoinen, pitkä	pullo	luonnonkorkki	20,00	4,2	110				160	erikoisvalikoima
340447	Kopke 30 Years Old Port 		0,75	99,90	133,20		330	portviinit				Portugali				Sogevinus, Tawny Port		Touriga Nacional, Tinta Roriz, Touriga Franca, Tinta Barroca	Kastanjanruskea, makea, kypsän viikunainen, pomeranssinen, tummasuklainen, pähkinäinen, vivahteikas, lämmin, pitkä	pullo	luonnonkorkki	20,00		130				170	vakiovalikoima
328507	Krohn Lágrima 		0,75	17,72	23,49		330	portviinit				Portugali				Wiese & Krohn			Oranssinkeltainen, makea, kypsän hedelmäinen, hennon pomeranssinen, mausteinen, viikunainen, runsas, pitkä	pullo	luonnonkorkki	20,00	4	140				180	vakiovalikoima
003235	Niepoort Ruby 		0,75	16,90	22,40		330	portviinit				Portugali				Niepoort, Ruby Port			Tummanpunainen, makea, kypsän kirsikkainen, viikunainen, tasapainoinen, lämmin	pullo	luonnonkorkki	20,00	4,4	110				160	vakiovalikoima
003211	Old Invalid 		0,75	16,99	22,52		330	portviinit				Portugali				Sandeman, Ruby Port			Runsaanpunainen, makea, kirsikkainen, tumman marjainen, mausteinen	pullo	luonnonkorkki	19,50	4,3	100				160	vakiovalikoima
326777	Porto Krohn Colheita 1961		0,75	159,40	212,53		330	portviinit				Portugali			1961	Wiese & Krohn			Vihertävänruskea, makea, hapokas, rusinainen, mausteinen, kevyen pähkinäinen, hennon suklainen, tyylikäs, pitkä	pullo	luonnonkorkki	20,00		170				190	erikoisvalikoima
228287	Quinta do Noval Vintage Port 2000		0,75	172,20	229,60		330	portviinit				Portugali			2000	Quinta do Noval			Tummanpunainen, makea, karhunvatukkainen, nahkainen, mausteinen, melko tanniininen, lämmin, elegantti	pullo	luonnonkorkki	20,00	4,6	90				160	erikoisvalikoima
320324	Sandeman Vintage Porto 1994		0,38	27,20	72,53		330	portviinit				Portugali			1994	Sandeman, Vintage Port	Pullossa sakkaa	Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Barroca, Tinta Amarela.	Tiilenpunainen, makea, kypsän kirsikkainen, karhunvatukkainen, viikunainen, kevyen mausteinen, lämmin	pullo	luonnonkorkki	20,00	4	90				160	vakiovalikoima
345077	Smith Woodhouse Late Bottled Vintage Port 2002		0,75	26,00	34,53		330	portviinit				Portugali			2002	Symington Family Estates, Late Bottled Vintage Port	Pullossa sakkaa		Tummanpunainen, makea, viikunainen, kirsikkainen, mustikkainen, mausteinen, lämmin, pitkä	pullo	luonnonkorkki	20,00	3,5	110				160	vakiovalikoima
334517	Taylor's 10 Year Old Tawny Port 		0,75	27,90	37,07		330	portviinit				Portugali				Quinta and Vineyard Bottlers, Tawny Port			Tiilenpunainen, makea, kypsän hedelmäinen, viikunainen, hennon pähkinäinen, kevyen rusinainen, runsas	pullo	luonnonkorkki	20,00	4	100				160	vakiovalikoima
384187	Taylor's Chip Dry White 		0,75	16,57	21,96		330	portviinit				Portugali				Quinta & Vineyard Bottlers Vinhos, Extra Dry White Port		Malvasia Fina, Viosinho, Esgana Cão	Kullankeltainen, kuiva, kypsän hedelmäinen, kevyen aprikoosinen, hennon pähkinäinen	pullo	luonnonkorkki	20,00		30				130	vakiovalikoima
321674	Taylor's Late Bottled Vintage Port 2008		0,38	10,98	29,01		330	portviinit				Portugali			2008	Quinta and Vineyard Bottlers, Late Bottled Vintage Port			Runsaanpunainen, makea, karhunvatukkainen, luumuinen, pippurinen, lämmin, runsas	pullo	luonnonkorkki	20,00	4	100				160	vakiovalikoima
251897	Taylor's Vintage Port 1997		0,75	185,90	247,87		330	portviinit				Portugali			1997	Taylor; Fladgate & Yeatman	Pullossa sakkaa		Tummanpunainen, makea, vadelmainen, karhunvatukkainen, hennon suklainen, setrinen, pitkä	pullo	luonnonkorkki	20,50	4,4	90				160	erikoisvalikoima
391854	Blandy's 5 Year Old Bual 		0,38	16,99	45,04		340	madeirat				Portugali				Madeira Wine Company		Bual	Kastanjanruskea, makea, viikunainen, taatelinen, pähkinäinen, pomeranssinen, hennon suklainen, vivahteikas	pullo	luonnonkorkki	19,00	5,5	95				150	vakiovalikoima
303944	Cossart Gordon 5 Year Old Sercial Madeira 		0,38	13,63	36,08		340	madeirat				Portugali				Madeira Wine Company		Sercial	Kullanruskea, kuiva, kuivattua taatelia, aprikoosinen, tyylikkään pähkinäinen	pullo	luonnonkorkki	19,00	6,1	40				130	vakiovalikoima
304644	H & H Madeira Malvasia 10 Year Old 		0,38	19,33	51,28		340	madeirat				Portugali				Henriques & Henriques		Malvasia	Mahonginruskea, makea, viikunainen, rusinainen, aprikoosinen, kahvinen, hennon pähkinäinen, lämmin, pitkä	pullo	luonnonkorkki	20,00	5,6	120				170	vakiovalikoima
351597	H & H Madeira Malvasia 20 Year Old 		0,75	66,20	88,27		340	madeirat				Portugali				Henriques & Henriques - Vinhos		Malvasia	Mahonginruskea, makea, hapokas, taatelinen, tummasuklainen, pähkinäinen, hennon siirappinen, tyylikäs	pullo	luonnonkorkki	20,00		120				170	vakiovalikoima
340703	Miles Finest Rich Madeira 		0,20	11,49	56,95		340	madeirat				Portugali				Madeira Wine Company			Meripihkanruskea, makea, pähkinäinen, rusinainen, viikunainen, hennon kahvinen	pullo	metallinen kierrekapseli	19,00	5,2	120				160	vakiovalikoima
390937	Croft Original Pale Cream 		0,75	16,57	21,96		350	sherryt				Espanja				Gonzalez Byass, DO Jerez-Xérès-Sherry, Cream			Vaaleankeltainen, makea, hedelmäinen, hennon pähkinäinen	pullo	luonnonkorkki	17,50		100				150	vakiovalikoima
307184	Cuesta Medium Dry Sherry 		0,38	7,19	18,91		350	sherryt				Espanja				Bodegas José de la Cuesta, DO Jerez-Xérès-Sherry, Amontilllado		Palomino, Pedro Ximénez	Meripihkanruskea, kuivahko, viikunainen, taatelinen, pähkinäinen, hennon mineraalinen	pullo	luonnonkorkki	17,50	4,7	40				120	vakiovalikoima
367104	Don Guido Pedro Ximénez 20 Years 		0,38	20,50	54,40		350	sherryt				Espanja				Williams & Humbert, DO Jerez-Xérès-Sherry		Pedro Ximénez	Musta, erittäin makea, erittäin täyteläinen, luumuhilloinen, rusinainen, kahvinen, viikunainen, pitkä	pullo	luonnonkorkki	18,00	4,5	400				290	vakiovalikoima
342514	Dos Cortados Palo Cortado 		0,38	18,49	49,04		350	sherryt				Espanja				Williams & Humbert, DO Jerez-Xérès-Sherry, Palo Cortado VOS		Palomino	Meripihkanruskea, kuiva, hapokas, runsaan pähkinäinen, mantelinen, kevyen suolaheinäinen	pullo	luonnonkorkki	20,50		4				130	vakiovalikoima
232297	Dry Sack Medium Dry 		0,75	12,49	16,52		350	sherryt				Espanja				Williams & Humbert, DO Jerez-Xérès-Sherry		Palomino, Pedro Ximénez	Kuparinruskea, makeahko, viikunainen, kevyen taatelinen, hennon pähkinäinen	pullo	luonnonkorkki	15,00	3,8	45				110	vakiovalikoima
003591	Harveys Bristol Cream 		0,75	15,99	21,19		350	sherryt				Espanja				Harvey, DO Jerez-Xérès-Sherry, Cream		Palomino, Pedro Ximénez	Kuparinruskea, makea, rusinainen, kevyen viikunainen, hennon mantelinen	pullo	luonnonkorkki	17,50	2,9	140				160	vakiovalikoima
335214	La Ina Fino 		0,38	7,95	20,93		350	sherryt				Espanja				La Ina, DO Jerez-Xérès-Sherry			Vaaleanviherkeltainen, kuiva, mantelinen, sitruksinen, kevyen mineraalinen, aromikas	pullo	luonnonkorkki	15,00	4,2					90	vakiovalikoima
360814	Merito Oloroso 		0,38	8,04	21,17		350	sherryt				Espanja				Díez Mérito, DO Jerez-Xérès-Sherry			Pähkinänruskea, kuiva, pähkinäinen, rusinainen, kevyen suolaheinäinen, lämmin	pullo	metallinen kierrekapseli	18,00	5	4				110	vakiovalikoima
361624	Monteagvdo Dry Amontillado 		0,38	7,85	20,67		350	sherryt				Espanja				Delgado Zuleta, DO Jerez-Xérès-Sherry, Amontillado		Palomino Fino	Meripihkanruskea, erittäin kuiva, pähkinäinen, paahteisen mantelinen, suolainen	pullo	luonnonkorkki	18,50	5,8					110	vakiovalikoima
316997	Nobleza Amontillado 		0,75	11,39	15,05		350	sherryt				Espanja				Williams & Humbert, DO Jerez-Xérès-Sherry, Amontillado			Kellanruskea, kuivahko, kypsän hedelmäinen, pähkinäinen, hennon mantelinen, lämmin	pullo	metallinen kierrekapseli	20,00	4,5	25				130	vakiovalikoima
323927	Nobleza Cream 		0,75	11,39	15,05		350	sherryt				Espanja				Williams & Humbert, DO Jerez-Xérès-Sherry			Pähkinänruskea, makea, rusinainen, appelsiininen, kevyen suklainen	pullo	metallinen kierrekapseli	20,00	3	140				170	vakiovalikoima
360944	Osborne Manzanilla 		0,38	7,04	18,77		350	sherryt				Espanja				Bodegas Osborne, DO Manzanilla		Palomino	Vaaleankeltainen, kuiva, sitruksinen, suolaheinäinen, pähkinäinen, mantelinen, aromikas	pullo	metallinen kierrekapseli	15,00	3,6					90	vakiovalikoima
003572	Tío Pepe 		0,75	13,15	17,40		350	sherryt				Espanja				González Byass, DO Jerez-Xérès-Sherry, Fino		Palomino	Vaaleankeltainen, erittäin kuiva, mantelinen, hennon sitruksinen, kevyen paahteinen, aromikas	pullo	luonnonkorkki	15,00	3,7					90	vakiovalikoima
003616	Valdespino Cream 		0,75	11,58	15,31		350	sherryt				Espanja				Valdespino, DO Jerez-Xérès-Sherry, Cream			Kahvinruskea, makea, rusinainen, kaakaoinen, hasselpähkinäinen, paahteinen	pullo	luonnonkorkki	19,00	3,3	140				170	vakiovalikoima
003724	Valdespino Oloroso Blend Medium Dry 		0,75	11,58	15,31		350	sherryt				Espanja				Valdespino, DO Jerez-Xérès-Sherry, Oloroso		Palomino, Pedro Ximénez	Kahvinruskea, puolimakea, tyylikkään viikunainen, paahteinen, hennon suklainen, kevyen pähkinäinen	pullo	luonnonkorkki	19,00	3,7	65				140	vakiovalikoima
222037	Conways Irish Country Cream 		0,70	13,47	19,10		360	maustetut väkevät viinit				Irlanti				Saint Brendan's	Rajallinen säilyvyys		Vaaleanruskea, täyteläinen, kermainen, kahvinpapu-toffeearominen	pullo	metallinen kierrekapseli	14,50		180				230	vakiovalikoima
391467	Dubonnet 		0,75	13,38	17,71		360	maustetut väkevät viinit				Ranska				Ricard			Punainen, makea, marjainen, sitruksinen, hennon lääkeyrttinen	pullo	luonnonkorkki	14,80	3,9	150				150	vakiovalikoima
326657	Doris  muovipullo		0,75	6,98	9,04		360	maustetut väkevät viinit				Suomi				Pernod Ricard Finland			Oranssinkeltainen, makea, aprikoosiarominen, karamellinen	muovipullo	muovisuljin	15,00	4,1	100				130	vakiovalikoima
328857	Marabello  muovipullo		0,75	9,39	12,25		360	maustetut väkevät viinit				Suomi				Pernod Ricard Finland			Oranssinpunainen, makea, kevyen katkeroinen, hennon vermuttinen	muovipullo	muovisuljin	21,00	4,6	120				170	vakiovalikoima
327734	Valdemar 		0,38	4,29	11,17		360	maustetut väkevät viinit				Suomi				Pernod Ricard Finland			Ruskeanpunainen, makea, vadelma-arominen, hennon yrttinen	pullo	metallinen kierrekapseli	15,00	4,1	100				130	vakiovalikoima
327747	Valdemar  muovipullo		0,75	6,98	9,04		360	maustetut väkevät viinit				Suomi				Pernod Ricard Finland			Ruskeanpunainen, makea, vadelma-arominen, hennon yrttinen	muovipullo	muovisuljin	15,00	4,1	100				130	vakiovalikoima
319027	Gambina  muovipullo		0,75	9,48	12,37		360	maustetut väkevät viinit				Tanska				Altia			Punaruskea, makea, vermuttinen, giniarominen, katkeroinen	muovipullo	muovisuljin	21,00	2,9	100				170	vakiovalikoima
002943	Markiisi valkoinen 		0,75	6,99	9,19		360	maustetut väkevät viinit				Tanska				Altia			Vaaleankeltainen, makea, persikkainen, ananaksinen, karamellinen	pullo	metallinen kierrekapseli	15,00	4,1	100				130	vakiovalikoima
