Numero	Nimi	Valmistaja	Pullokoko	Hinta	Litrahinta	Uutuus	Hinnastojärjestyskoodi	Tyyppi	Alatyyppi	Erityisryhmä	Oluttyyppi	Valmistusmaa	Alue	Ala-alue	Vuosikerta	Etikettimerkintöjä	Huomautus	Rypäleet	Luonnehdinta	Pakkaustyyppi	Suljentatyyppi	Alkoholi	Hapot g/l	Sokeri g/l	Kantavierrep	Väri EBC	Katkerot EBU	Energia kcal/100 ml	Valikoima
405357	Achaval Ferrer Finca Mirador 2010		0,75	75,70	100,93		110	punaviinit				Argentiina	Mendoza		2010	Achaval-Ferrer, Mendoza			Täyteläinen , tanniininen, tummakirsikkainen, mustikkainen, mausteinen, tamminen, lämmin, runsas	pullo	luonnonkorkki	14,00	6,4					90	erikoisvalikoima
478027	Achaval Ferrer Malbec 2011		0,75	22,40	29,87		110	punaviinit				Argentiina	Mendoza		2011	Achaval Ferrer, Mendoza			Täyteläinen , tanniininen, hapankirsikkainen, boysenmarjainen, kevyen kukkainen, mausteinen, rodukas, lämmin	pullo	luonnonkorkki	14,50	5,7					90	erikoisvalikoima
462067	Achaval Ferrer Quimera 2010		0,75	40,60	54,13		110	punaviinit				Argentiina	Mendoza		2010	Achaval-Ferrer, Mendoza			Täyteläinen , tanniininen, tummakirsikkainen, kypsän karpaloinen, kevyen vadelmainen, mausteinen, tamminen, lämmin, pitkä	pullo	luonnonkorkki	14,00	6,5					90	erikoisvalikoima
440567	Alamos Malbec 2013		0,75	9,97	13,16		110	punaviinit				Argentiina	Mendoza		2013	Alamos, Mendoza		Malbec	Täyteläinen , tanniininen, marjainen, karhunvatukkainen, hennon kukkainen, mausteinen	pullo	metallinen kierrekapseli	13,50	5,2					90	vakiovalikoima
424107	Alamos Tempranillo 2012		0,75	9,97	13,16		110	punaviinit				Argentiina	Mendoza		2012	Alamos, Mendoza		Tempranillo	Täyteläinen , keskitanniininen, tummakirsikkainen, luumuinen, karpaloinen, mausteinen	pullo	metallinen kierrekapseli	13,50	4,6					90	vakiovalikoima
470547	Andeluna Pasionado Cuatro Cepas 2007		0,75	38,50	51,33		110	punaviinit				Argentiina	Mendoza		2007	Andeluna Cellars, Mendoza		Cabernet Sauvignon, Merlot, Malbec, Cabernet Franc	Erittäin täyteläinen , tanniininen, mustaherukkahilloinen, tummakirsikkainen, mustikkainen, mausteinen, tamminen, roteva, pitkä	pullo	luonnonkorkki	15,00	5,9					100	vakiovalikoima
451687	Argento Seleccion Malbec 2013		0,75	9,98	13,17		110	punaviinit				Argentiina	Mendoza		2013	Argento Wine Company, Mendoza		Malbec	Täyteläinen , keskitanniininen, karhunvatukkainen, kypsän kirsikkainen, mausteinen, tamminen	pullo	metallinen kierrekapseli	13,50	4,8					90	vakiovalikoima
454597	BenMarco Expresivo 2011		0,75	25,70	34,13		110	punaviinit				Argentiina	Mendoza		2011	Dominio del Plata, Mendoza		Malbec, Cabernet Sauvignon, Tannat, Syrah, Petit Verdot, Bonarda	Erittäin täyteläinen , tanniininen, mustaherukkahilloinen, luumuinen, karhunvatukkainen, mausteinen, tamminen, roteva, pitkä	pullo	luonnonkorkki	14,50	5,9					100	vakiovalikoima
006504	Caballero de la Cepa Cabernet Sauvignon 2012		0,75	9,96	13,15		110	punaviinit				Argentiina	Mendoza		2012	Finca Flichman, Mendoza		Cabernet Sauvignon	Täyteläinen , tanniininen, boysenmarjainen, kirsikkahilloinen, yrttinen, mausteinen, kevyen tamminen	pullo	metallinen kierrekapseli	14,00	5,1					90	vakiovalikoima
004551	Caballo de Mendoza 		0,75	6,98	9,17		110	punaviinit				Argentiina	Mendoza			Altia,  		Sangiovese, Malbec	Keskitäyteläinen , keskitanniininen, tumman marjainen, mausteinen, kevyen yrttinen, hennon vaniljainen	pullo	metallinen kierrekapseli	13,00	5,1					80	vakiovalikoima
445518	Caballo de Mendoza  hanapakkaus		3,00	25,90	8,63		110	punaviinit				Argentiina	Mendoza			Altia		Sangiovese, Malbec	Keskitäyteläinen , keskitanniininen, tumman marjainen, mausteinen, kevyen yrttinen, hennon vaniljainen	hanapakkaus	kartonkipakkaus	13,00	5,1					80	vakiovalikoima
487307	Cameleon Organic Cabernet Sauvignon 2013		0,75	9,98	13,17		110	punaviinit		luomu		Argentiina	Mendoza		2013	Jean Bousquet, Tupungato Valley		Cabernet Sauvignon	Täyteläinen , tanniininen, herukkainen, makean karpaloinen, pippurinen, tamminen, lämmin	pullo	metallinen kierrekapseli	14,00	5,3					90	vakiovalikoima
404038	Cameleon Organic Malbec 2013 hanapakkaus		3,00	33,90	11,30		110	punaviinit		luomu		Argentiina	Mendoza		2013	Domaine Jean Bousquet, Tupungato Valley		Malbec	Täyteläinen , keskitanniininen, kirsikkainen, hennon karhunvatukkainen, kevyen mausteinen	hanapakkaus	kartonkipakkaus	14,00	5,1					90	vakiovalikoima
429617	Domaine Bousquet Reserve Organic Malbec 2011		0,75	13,79	18,25		110	punaviinit		luomu		Argentiina	Mendoza		2011	Domaine Jean Bousquet, Tupungato Valley		Malbec, Cabernet Sauvignon, Merlot, Shiraz	Täyteläinen , tanniininen, tummakirsikkainen, karpalohilloinen, kukkainen, mausteinen, tamminen	pullo	luonnonkorkki	14,50	5,6	4				90	vakiovalikoima
425998	Espíritu de Argentina Shiraz Malbec  hanapakkaus		3,00	28,90	9,63		110	punaviinit				Argentiina	Mendoza			Monte Real, Mendoza		Shiraz, Malbec	Keskitäyteläinen , keskitanniininen, tumman marjainen, kevyen karpaloinen, hennon mausteinen	hanapakkaus	kartonkipakkaus	14,00	5,5	8				90	vakiovalikoima
456707	Famiglia Bianchi Malbec 2011		0,75	11,99	15,85		110	punaviinit				Argentiina	Mendoza		2011	Valentin Bianchi, San Rafael		Malbec	Erittäin täyteläinen , tanniininen, luumuinen, boysenmarjainen, mausteinen, kahvinen, tamminen, lämmin	pullo	luonnonkorkki	14,50	5,1	4				90	vakiovalikoima
006404	Finca Flichman Shiraz Roble 2012		0,75	8,96	11,81		110	punaviinit				Argentiina	Mendoza		2012	Finca Flichman, Mendoza		Syrah	Täyteläinen , keskitanniininen, tummakirsikkainen, hennon nahkainen, mausteinen, mokkainen	pullo	metallinen kierrekapseli	13,00	4,4					80	vakiovalikoima
481217	Fuzion Alta Reserva Malbec - Tempranillo 2012		0,75	9,22	12,16		110	punaviinit				Argentiina	Mendoza		2012	Fuzion Wines, Mendoza		Malbec, Tempranillo	Täyteläinen , keskitanniininen, kirsikkainen, mustaherukkainen, kevyen vadelmainen, hennon toffeinen, mausteinen	pullo	metallinen kierrekapseli	13,50	5,8	5				90	vakiovalikoima
431608	Fuzion Bonarda Malbec 2012 hanapakkaus		3,00	27,90	9,30		110	punaviinit				Argentiina	Mendoza		2012	Fuzion Wines		Bonarda, Malbec	Keskitäyteläinen , keskitanniininen, karpaloinen, vadelmahilloinen, kevyen mausteinen	hanapakkaus	kartonkipakkaus	13,00	5,2					80	vakiovalikoima
469428	Fuzion Cabernet Sauvignon Malbec 2010 hanapakkaus		3,00	29,90	9,97		110	punaviinit		luomu		Argentiina	Mendoza		2010	Familia Zuccardi, Mendoza		Cabernet Sauvignon, Malbec	Keskitäyteläinen , keskitanniininen, kirsikkainen, mausteinen, kevyen vaniljainen	hanapakkaus	kartonkipakkaus	14,00	5,1					90	vakiovalikoima
431787	Fuzion Organic Malbec 2013		0,75	8,30	10,93		110	punaviinit		luomu		Argentiina	Mendoza		2013	Fuzion Wines, Mendoza		Malbec	Keskitäyteläinen , keskitanniininen, tummakirsikkainen, kevyen vadelmainen, mausteinen	pullo	metallinen kierrekapseli	13,50	5,4					80	vakiovalikoima
480007	Kaiken Malbec 2011		0,75	10,45	13,80		110	punaviinit				Argentiina	Mendoza		2011	Kaiken, Mendoza		Malbec, Cabernet Sauvignon	Täyteläinen , tanniininen, kirsikkahilloinen, mausteinen, vaniljainen, tamminen, lämmin	pullo	luonnonkorkki	14,50	4,4					100	vakiovalikoima
446877	La Celia Pioneer Reserve Merlot 2012		0,75	11,67	15,43		110	punaviinit		eettinen		Argentiina	Mendoza		2012	Finca La Celia, Uco Valley		Merlot	Täyteläinen , keskitanniininen, tumman luumuinen, mustikkainen, mausteinen, kevyen suklainen, tamminen	pullo	metallinen kierrekapseli	14,50	5,2					90	vakiovalikoima
459247	La Celia Pioneer Reserve Pinot Noir 2011		0,75	11,88	15,71		110	punaviinit		eettinen		Argentiina	Mendoza		2011	Finca La Celia, Uco Valley		Pinot Noir	Keskitäyteläinen , keskitanniininen, kirsikkainen, karpaloinen, mausteinen, kevyen tamminen	pullo	metallinen kierrekapseli	13,50	5,1					90	vakiovalikoima
493017	La Chamiza Malbec 2013		0,75	7,98	10,51		110	punaviinit				Argentiina	Mendoza		2013	Finca La Chamiza, Mendoza		Malbec	Keskitäyteläinen , keskitanniininen, marjainen, luumuinen, kevyen mausteinen, hennon vaniljainen	pullo	metallinen kierrekapseli	12,50	5,4					80	vakiovalikoima
460107	Luigi Bosca Cabernet Franc  2010		0,75	17,03	22,57		110	punaviinit				Argentiina	Mendoza		2010	Bodega Luigi Bosca, Luján de Cuyo, Mendoza		Cabernet Franc	Täyteläinen , tanniininen, kypsän luumuinen, viikunainen, nahkainen, kevyen tamminen	pullo	luonnonkorkki	14,50	5,3					90	vakiovalikoima
430377	Luigi Bosca Cabernet Sauvignon 2011		0,75	15,07	19,96		110	punaviinit				Argentiina	Mendoza		2011	Luigi Bosca, Maipú, Mendoza		Cabernet Sauvignon	Täyteläinen , tanniininen, mustaherukkainen, tumman marjainen, mausteinen, yrttinen, tamminen, lämmin	pullo	luonnonkorkki	14,00	5,2					90	vakiovalikoima
478147	Luigi Bosca De Sangre 2011		0,75	24,20	32,27		110	punaviinit				Argentiina	Mendoza		2011	Bodega Luigi Bosca, Maipu		Cabernet Sauvignon, Syrah, Merlot	Täyteläinen , tanniininen, tumman luumuinen, mustaherukkahilloinen, kaakaoinen, mausteinen, tamminen, lämmin, pitkä	pullo	luonnonkorkki	14,50	5,3					90	vakiovalikoima
479437	Masi Tupungato Corbec 2009		0,75	29,60	39,33		110	punaviinit				Argentiina	Mendoza		2009	Masi Tupungato, Valle de Uco		Corvina, Malbec	Täyteläinen , keskitanniininen, tummakirsikkainen, karhunvatukkainen, mausteisen tamminen, runsas, lämmin	pullo	luonnonkorkki	14,50	5,7					90	vakiovalikoima
459657	Nieto Senetiner Malbec 2011		0,75	10,29	13,59		110	punaviinit				Argentiina	Mendoza		2011	Nieto Senetiner, Mendoza		Malbec	Täyteläinen , keskitanniininen, tumman marjainen, kypsän karpaloinen, mausteinen, vaniljainen	pullo	metallinen kierrekapseli	14,50	4,8					90	vakiovalikoima
445147	Norton Barrel Select Cabernet Sauvignon 2012		0,75	10,99	14,52		110	punaviinit				Argentiina	Mendoza		2012	Bodega Norton, Mendoza		Cabernet Sauvignon	Täyteläinen , tanniininen, punaherukkainen, tummakirsikkainen, mausteinen, maitokahvinen	pullo	metallinen kierrekapseli	14,00	5,2					90	vakiovalikoima
464277	Norton Barrel Select Malbec 2012		0,75	9,98	13,17		110	punaviinit				Argentiina	Mendoza		2012	Bodega Norton, Mendoza		Malbec	Täyteläinen , tanniininen, tummakirsikkainen, karhunvatukkainen, mausteinen, kevyen tamminen, lämmin	pullo	metallinen kierrekapseli	14,00	4,7					90	vakiovalikoima
432417	Norton Privada 2010		0,75	18,89	25,05		110	punaviinit				Argentiina	Mendoza		2010	Bodega Norton, Mendoza		Malbec, Cabernet Sauvignon, Merlot	Erittäin täyteläinen , tanniininen, runsaan marjainen, tumman luumuinen, mausteinen, tamminen, lämmin	pullo	luonnonkorkki	14,50	4,5					90	vakiovalikoima
442377	Pascual Toso Cabernet Sauvignon 2013		0,75	11,75	15,53		110	punaviinit				Argentiina	Mendoza		2013	Pascual Toso, Mendoza		Cabernet Sauvignon	Täyteläinen , tanniininen, mustaherukkainen, tummakirsikkainen, mausteinen, tamminen, lämmin	pullo	metallinen kierrekapseli	14,00	5,5					90	vakiovalikoima
498328	Pascual Toso Limited Selection Malbec Shiraz Cabernet Sauvignon 2011 hanapakkaus		1,50	21,60	14,40		110	punaviinit				Argentiina	Mendoza		2011	Pascual Toso , Barrancas Vineyards		Malbec, Shiraz, Cabernet Sauvignon	Täyteläinen , keskitanniininen, hapankirsikkainen, luumuinen, mausteinen, hennon nahkainen	hanapakkaus	kartonkipakkaus	14,00	5,6					90	vakiovalikoima
405507	Paula Syrah 2012		0,75	9,98	13,17		110	punaviinit				Argentiina	Mendoza		2012	Viña Doña Paula, Mendoza		Syrah	Täyteläinen , keskitanniininen, tumman marjainen, kevyen luumuinen, hennon minttuinen, mausteinen	pullo	metallinen kierrekapseli	14,00	4,9					90	vakiovalikoima
468278	Santa Ana Eco Cabernet Sauvignon Malbec 2013 hanapakkaus		3,00	29,90	9,97		110	punaviinit		luomu		Argentiina	Mendoza		2013	Santa Ana		Cabernet, Malbec	Täyteläinen , tanniininen, kirsikkahilloinen, karhunvatukkainen, mausteinen, kevyen salmiakkinen	hanapakkaus	kartonkipakkaus	13,50	5,2					90	vakiovalikoima
489507	Santa Ana Reserve Malbec Shiraz 2012		0,75	9,47	12,49		110	punaviinit				Argentiina	Mendoza		2012	Santa Ana, Mendoza		Malbec, Shiraz	Täyteläinen , keskitanniininen, karhunvatukkainen, kypsän karpaloinen, mausteinen, kevyen tamminen	pullo	metallinen kierrekapseli	13,50	5,5					90	vakiovalikoima
489508	Santa Ana Reserve Malbec Shiraz 2012 hanapakkaus		3,00	31,90	10,63		110	punaviinit				Argentiina	Mendoza		2012	Santa Ana, Cuyo		Malbec, Shiraz	Täyteläinen , keskitanniininen, karhunvatukkainen, kypsän karpaloinen, mausteinen, kevyen tamminen	hanapakkaus	kartonkipakkaus	13,50	5,5					90	vakiovalikoima
458717	Santa Julia Merlot Reserva 2010		0,75	9,98	13,17		110	punaviinit				Argentiina	Mendoza		2010	Familia Zuccardi, Mendoza		Merlot	Täyteläinen , tanniininen, tumman marjainen, kevyen suklainen, mausteisen tamminen, hennon nahkainen	pullo	metallinen kierrekapseli	14,00	5,7					90	vakiovalikoima
485958	Santa Julia Organic Malbec 2013 kartonkitölkki		1,00	9,20	9,20		110	punaviinit		luomu		Argentiina	Mendoza		2013	Santa Julia, Mendoza		Malbec	Keskitäyteläinen , keskitanniininen, vadelmainen, kevyen mustikkainen, hennon mausteinen, vaniljainen	kartonkitölkki	muovisuljin	13,00	5,2					80	vakiovalikoima
444907	Tamari Reserva Cabernet Sauvignon 2011		0,75	9,98	13,17		110	punaviinit		eettinen		Argentiina	Mendoza		2011	Tamari, Mendoza		Cabernet Sauvignon	Täyteläinen , keskitanniininen, tumman luumuinen, kevyen mustaherukkainen, mausteinen, hennon tamminen	pullo	metallinen kierrekapseli	14,00	5,1					90	vakiovalikoima
432527	Tarquino Malbec Petit Verdot 2013		0,75	9,98	13,17		110	punaviinit				Argentiina	Mendoza		2013	Argento Wine Company, Mendoza		Malbec, Petit Verdot	Täyteläinen , tanniininen, boysenmarjainen, kypsän karpaloinen, kevyen mausteinen, tamminen, lämmin	pullo	metallinen kierrekapseli	14,00	4,9					90	vakiovalikoima
006871	Trapiche Cabernet Sauvignon 2013		0,75	7,98	10,51		110	punaviinit				Argentiina	Mendoza		2013	Trapiche, Mendoza		Cabernet Sauvignon	Keskitäyteläinen , tanniininen, kypsän karpaloinen, herukkainen, hennon salmiakkinen, kevyen yrttinen	pullo	metallinen kierrekapseli	13,50	5,3					90	vakiovalikoima
487887	Trapiche Finca Jorge Miralles Malbec 2009		0,75	32,50	43,33		110	punaviinit				Argentiina	Mendoza		2009	Trapiche, La Consulta, Valle de Uco, Mendoza		Malbec	Erittäin täyteläinen , tanniininen, tummakirsikkainen, luumuinen, karhunvatukkainen, hennon salmiakkinen, tamminen, roteva, lämmin, pitkä	pullo	luonnonkorkki	15,00	6,2					100	vakiovalikoima
405047	Trapiche Finca Suarez Lastra Malbec 2010		0,75	29,90		uutuus	110	punaviinit				Argentiina	Mendoza		2010	Bodegas Trapiche, La Consulta		Malbec.	Erittäin täyteläinen , tanniininen, mustikkainen, karhunvatukkainen, tummakirsikkainen, mausteinen, hennon kukkainen, tamminen, roteva, pitkä	pullo	luonnonkorkki	15,50	5,4					100	vakiovalikoima
452018	Trapiche Malbec 2013 hanapakkaus		3,00	28,90	9,63		110	punaviinit				Argentiina	Mendoza		2013	Trapiche, Mendoza		Malbec	Keskitäyteläinen , keskitanniininen, mansikkahilloinen, mausteinen, hennon vaniljainen	hanapakkaus	kartonkipakkaus	13,50	5,2					90	vakiovalikoima
437977	Trapiche Malbec Bonarda Oak Cask 2012		0,75	9,75	12,87		110	punaviinit				Argentiina	Mendoza		2012	Trapiche, Mendoza		Malbec, Bonarda	Täyteläinen , keskitanniininen, kypsän marjainen, tummakirsikkainen, mausteinen, mokkainen	pullo	metallinen kierrekapseli	13,50	5,2					90	vakiovalikoima
412307	Trapiche Pinot Noir Oak Cask 2012		0,75	9,98	13,17		110	punaviinit				Argentiina	Mendoza		2012	Trapiche, Mendoza		Pinot Noir	Keskitäyteläinen , keskitanniininen, kypsän marjainen, punaherukkainen, hennon yrttinen, tamminen	pullo	metallinen kierrekapseli	14,00	5,7					90	vakiovalikoima
498187	Trivento Amado Sur 2012		0,75	11,97	15,83		110	punaviinit				Argentiina	Mendoza		2012	Trivento, Mendoza		Malbec, Bonarda, Syrah	Erittäin täyteläinen , tanniininen, tumman luumuinen, karhunvatukkainen, mustapippurinen, tamminen, lämmin	pullo	luonnonkorkki	14,00	5,8					90	vakiovalikoima
006573	Trivento Bonarda 2013		0,75	7,28	9,57		110	punaviinit				Argentiina	Mendoza		2013	Trivento, Mendoza		Bonarda	Keskitäyteläinen , keskitanniininen, metsämarjainen, karpalohilloinen, mausteinen, hennon vaniljainen	pullo	metallinen kierrekapseli	14,00	5,7					90	vakiovalikoima
478957	Trivento Eolo Malbec 2008		0,75	60,70	80,93		110	punaviinit				Argentiina	Mendoza		2008	Trivento, Luján de Cuyo			Erittäin täyteläinen , tanniininen, kuningatarhilloinen, tummakirsikkainen, suklainen, mausteinen, tamminen, roteva, lämmin, pitkä	pullo	luonnonkorkki	15,50	6,1					100	erikoisvalikoima
454497	Trivento Reserve Malbec 2012		0,75	8,98	11,84		110	punaviinit				Argentiina	Mendoza		2012	Trivento, Mendoza		Malbec	Erittäin täyteläinen , tanniininen, karhunvatukkainen, tummakirsikkainen, suklainen, mausteinen, hennon vaniljainen	pullo	metallinen kierrekapseli	14,00	5,4	4				90	vakiovalikoima
485697	Trivento Shiraz-Malbec 2013		0,75	7,28	9,57		110	punaviinit				Argentiina	Mendoza		2013	Trivento, Mendoza		Shiraz, Malbec	Keskitäyteläinen , keskitanniininen, marjainen, kevyen vadelmainen, hennon vaniljainen, mausteinen	pullo	metallinen kierrekapseli	13,00	5,5	6				90	vakiovalikoima
407277	Trivento Tribu Malbec 2013		0,75	7,28	9,57		110	punaviinit				Argentiina	Mendoza		2013	Trivento, Mendoza		Malbec	Keskitäyteläinen , keskitanniininen, kypsän karpaloinen, mustikkainen, mausteinen	pullo	metallinen kierrekapseli	13,00	5,4					80	vakiovalikoima
476397	Viento Latino Merlot Malbec 2013		0,75	6,89	9,05		110	punaviinit				Argentiina	Mendoza		2013	Trivento, Mendoza		Merlot, Malbec	Keskitäyteläinen , keskitanniininen, makean kirsikkainen, karpaloinen, mausteinen, hennon vaniljainen	pullo	metallinen kierrekapseli	13,50	5,4	4				80	vakiovalikoima
479198	Viento Latino Merlot Malbec 2013 hanapakkaus		3,00	25,80	8,60		110	punaviinit				Argentiina	Mendoza		2013	Trivento, Mendoza		Merlot, Malbec	Keskitäyteläinen , keskitanniininen, makean kirsikkainen, karpaloinen, mausteinen, hennon vaniljainen	hanapakkaus	kartonkipakkaus	13,50	5,4	4				80	vakiovalikoima
474738	Viña Condor Malbec Shiraz 2012 kartonkitölkki		1,00	8,32	8,32		110	punaviinit				Argentiina	Mendoza		2012	V.A.L. Wine Agents, Mendoza		Malbec, Syrah	Keskitäyteläinen , keskitanniininen, kypsän karpaloinen, mustikkainen, kevyen mausteinen, orvokkinen	kartonkitölkki	muovisuljin	13,00	4,8					80	vakiovalikoima
408317	Trapiche Zaphy Malbec Syrah Cabernet Sauvignon 2012		0,75	9,75	12,87		110	punaviinit		luomu		Argentiina	Muut		2012	Trapiche, Cuyo		Malbec, Syrah, Cabernet	Täyteläinen , keskitanniininen, kypsän kirsikkainen, punaherukkainen, hennon mausteinen	pullo	metallinen kierrekapseli	13,50	6,1					90	vakiovalikoima
413868	Trapiche Zaphy Selección Especial 2012 kartonkitölkki		1,00	8,99	8,99		110	punaviinit		luomu		Argentiina	Muut		2012	Trapiche, Cuyo Region		Cabernet Sauvignon, Syrah, Cabernet Franc	Keskitäyteläinen , keskitanniininen, marjainen, hennon herukkainen, tumman luumuinen, kevyen vaniljainen	kartonkitölkki	muu suljenta	13,50	5,7					90	vakiovalikoima
406577	Bodega Noemía J. Alberto Malbec 2011		0,75	35,80	47,73		110	punaviinit				Argentiina	Patagonia		2011	Bodega Noemía de Patagonia, Alto Valle del Rio Negro			Täyteläinen , erittäin tanniininen, hapankirsikkainen, punaherukkainen, kevyen pippurinen, hennon kukkainen, tamminen	pullo	luonnonkorkki	13,50	5,3					90	erikoisvalikoima
482107	Calafate Reserva Malbec 2011		0,75	11,99	15,85		110	punaviinit				Argentiina	Patagonia		2011	Universo Austral, Neuquén, Patagonia		Malbec	Erittäin täyteläinen , tanniininen, kypsän kirsikkainen, luumuinen, mustikkahilloinen, mausteisen tamminen, lämmin	pullo	luonnonkorkki	14,50	4,4	5				90	vakiovalikoima
490997	Canale Don Humberto Merlot Pinot Noir 2012		0,75	8,99	11,85		110	punaviinit				Argentiina	Patagonia		2012	Canale, Río Negro		Merlot, Pinot Noir	Keskitäyteläinen , keskitanniininen, makean metsämarjainen, mausteinen, hennon vaniljainen	pullo	synteettinen korkki	13,50	5,5					90	vakiovalikoima
416797	Del Fin del Mundo Pinot Noir Reserva 2011		0,75	13,99	18,52		110	punaviinit				Argentiina	Patagonia		2011	Bodega del Fin del Mundo, Patagonia		Pinot Noir	Keskitäyteläinen , keskitanniininen, metsämarjainen, kirsikkainen, luumuinen, mausteinen, tamminen, lämmin	pullo	luonnonkorkki	13,00	4,4					80	vakiovalikoima
485797	Amalaya 2011		0,75	11,99	15,85		110	punaviinit				Argentiina	Salta		2011	Hess, Calchaquí Valley		Malbec, Cabernet Sauvignon, Syrah, Tannat, Bonarda	Täyteläinen , keskitanniininen, tummakirsikkainen, luumuinen, mausteinen, hennon yrttinen, tamminen	pullo	metallinen kierrekapseli	14,00	5,8					90	vakiovalikoima
498657	Don David Malbec Reserve 2012		0,75	11,97	15,83		110	punaviinit				Argentiina	Salta		2012	Michel Torino , Cafayate Valley		Malbec	Erittäin täyteläinen , tanniininen, hapokas, karhunvatukkainen, kirsikkahilloinen, hennon kukkainen, tamminen, lämmin	pullo	luonnonkorkki	14,00	5,7					90	vakiovalikoima
478137	Michel Torino Cuma Organic Malbec 2013		0,75	9,49	12,52		110	punaviinit		luomu		Argentiina	Salta		2013	Bodega El Esteco, Cafayate		Malbec	Täyteläinen , keskitanniininen, kypsän karpaloinen, mustikkainen, mustaherukkainen, hennon mausteinen	pullo	metallinen kierrekapseli	13,50	5,9					90	vakiovalikoima
447727	Alma Mora Shiraz-Malbec 2012		0,75	8,49	11,19		110	punaviinit				Argentiina	San Juan		2012	Finca Las Moras, San Juan		Shiraz, Malbec	Keskitäyteläinen , keskitanniininen, karhunvatukkainen, tummakirsikkainen, hennon kukkainen, mausteisen tamminen	pullo	metallinen kierrekapseli	14,00	5,1	5				90	vakiovalikoima
439887	Finca Las Moras Organic Malbec 2013		0,75	8,68	11,44		110	punaviinit		luomu		Argentiina	San Juan		2013	Finca Las Moras, San Juan		Malbec, Syrah	Täyteläinen , keskitanniininen, kirsikkainen, mustikkainen, karpaloinen, mustapippurinen	pullo	luonnonkorkki	13,50	5,2					90	vakiovalikoima
453158	Graffigna Malbec 2012 hanapakkaus		3,00	33,90	11,30		110	punaviinit				Argentiina	San Juan		2012	Bodegas y Viñedos Santiago Graffigna, San Juan		Malbec	Keskitäyteläinen , keskitanniininen, marjainen, mokkainen, hennon toffeinen, mausteinen	hanapakkaus	kartonkipakkaus	13,50	5,8					90	vakiovalikoima
453157	Graffigna Malbec 2013		0,75	9,98	13,17		110	punaviinit				Argentiina	San Juan		2013	Bodegas y Viñedos Santiago Graffigna, San Juan		Malbec	Keskitäyteläinen , keskitanniininen, marjainen, mokkainen, hennon toffeinen, mausteinen	pullo	metallinen kierrekapseli	13,50	5,8					90	vakiovalikoima
432277	Las Moras Black Label Malbec 2011		0,75	14,14	18,72		110	punaviinit				Argentiina	San Juan		2011	Finca Las Moras , San Juan		Malbec	Erittäin täyteläinen , tanniininen, karhunvatukkainen, tumman luumuinen, kevyen suklainen, tamminen, pitkä	pullo	luonnonkorkki	14,50	5,8					90	vakiovalikoima
492537	Las Moras Gran Shiraz 3 Valleys 2010		0,75	25,20	33,60		110	punaviinit				Argentiina	San Juan		2010	Finca Las Moras, San Juan		Syrah	Erittäin täyteläinen , tanniininen, boysenmarjainen, kypsän luumuinen, kaakaoinen, hennon lakritsinen, pippurinen, tamminen, lämmin, pitkä	pullo	luonnonkorkki	14,50	6					90	vakiovalikoima
425858	Las Moras Organic Shiraz 2013 hanapakkaus		3,00	29,90	9,97		110	punaviinit		luomu		Argentiina	San Juan		2013	Finca Las Moras, San Juan		Shiraz	Keskitäyteläinen , keskitanniininen, hapankirsikkainen, tumman luumuinen, mausteinen	hanapakkaus	kartonkipakkaus	13,50	5					90	vakiovalikoima
469387	Trapiche Organic Cabernet Sauvignon Syrah 2013		0,75	8,98	11,84		110	punaviinit		luomu		Argentiina	San Juan		2013	Trapiche, San Juan		Cabernet Sauvignon, Syrah	Täyteläinen , tanniininen, boysenmarjainen, kypsän karpaloinen, mausteinen, hennon vaniljainen	pullo	metallinen kierrekapseli	13,00	5,3					90	vakiovalikoima
438238	Passento  kartonkitölkki		1,00	8,99	8,99	uutuus	110	punaviinit				Australia				Solera Cabernet Wines		Petit Verdot, Cabernet Sauvignon.	Täyteläinen , keskitanniininen, mustaherukkahilloinen, mansikkainen, hennon minttuinen	kartonkitölkki	muovisuljin	13,50	5,1	7				90	vakiovalikoima
449687	Benchmark Cabernet Sauvignon 2012		0,75	10,98	14,51		110	punaviinit				Australia	Etelä-Australia		2012	Grant Burge Wines, South Australia		Cabernet Sauvignon	Täyteläinen , keskitanniininen, makean marjainen, karpalohilloinen, mausteinen	pullo	metallinen kierrekapseli	14,00	5,9					90	vakiovalikoima
437237	County Clare na Trí Cláir Malbec 2012		0,75	14,14	18,72		110	punaviinit				Australia	Etelä-Australia		2012	Spurs Wine, Clare Valley		Malbec	Erittäin täyteläinen , keskitanniininen, luumuinen, mustaherukkainen, mausteinen, hennon mokkainen	pullo	metallinen kierrekapseli	14,50	5,3					90	vakiovalikoima
463787	Elderton Barossa Valley Shiraz 2009		0,75	15,79	20,92		110	punaviinit				Australia	Etelä-Australia		2009	Elderton Wines, Barossa Valley		Shiraz	Erittäin täyteläinen , keskitanniininen, tummakirsikkainen, kypsän karpaloinen, eukalyptuksinen, paahteisen tamminen, roteva	pullo	metallinen kierrekapseli	14,50	7,5					90	vakiovalikoima
488837	Hand Crafted By Geoff Hardy Shiraz 2010		0,75	15,24	20,19		110	punaviinit				Australia	Etelä-Australia		2010	Geoff Hardy, McLaren Vale		Shiraz, Petit Verdot, Cabernet Sauvignon	Täyteläinen , tanniininen, karhunvatukkainen, tummakirsikkainen, hennon yrttinen, tamminen	pullo	metallinen kierrekapseli	14,50	6,3					90	vakiovalikoima
